Hs-U2AF1,2000,1000,T105641-U2AF1,"p1@U2AF1"
"rank","TID","Fabs","Frel","coords","transcript","entrezgene_id","hgnc_id","uniprot_id","gene_name","description","type"
153,"T180082",1857,0.9243,"chr8:118533006..118533046,+","p2@MED30","e:90390","h:23032",NA,"MED30","mediator complex subunit 30","gene with protein product"
154,"T064153",1857,0.9239,"chr17:76836963..76836987,-","p2@USP36","e:57602","h:20062","u:Q9P275,u:Q8IXW9","USP36","ubiquitin specific peptidase 36","gene with protein product"
155,"T120384",1852,0.9232,"chr2:234763147..234763211,-","p1@HJURP","e:55355","h:25444","u:Q8NCD3,u:C9JWC4,u:F8WCV1","HJURP","Holliday junction recognition protein","gene with protein product"
156,"T070684",1860,0.9231,"chr19:14530112..14530140,-","p2@DDX39A","e:10212","h:17821","u:Q8N5M0","DDX39A","DExD-box helicase 39A","gene with protein product"
157,"T092766",1853,0.9228,"chr1:26798955..26798996,+","p1@HMGN2","e:3151","h:4986",NA,"HMGN2","high mobility group nucleosomal binding domain 2","gene with protein product"
158,"T121137",1855,0.9224,"chr2:242255573..242255606,+","p5@SEPT2","e:4735","h:7729","u:C9JSE7","SEPT2","septin 2","gene with protein product"
159,"T032231",1854,0.9224,"chr13:28024269..28024341,-","p2@MTIF3","e:219402","h:29788","u:Q9H2K0","MTIF3","mitochondrial translational initiation factor 3","gene with protein product"
160,"T166675",1851,0.9218,"chr6:52149475..52149587,-","p1@MCM3","e:4172","h:6945","u:P25205,u:E9PF11","MCM3","minichromosome maintenance complex component 3","gene with protein product"
161,"T108174",1848,0.9217,"chr22:35796108..35796172,+","p1@MCM5","e:4174","h:6948","u:B1AHB1,u:B1AHA9,u:E7EQY5,u:F8WFD7,u:F8WBR1,u:B1AHB0,u:P33992","MCM5","minichromosome maintenance complex component 5","gene with protein product"
162,"T190740",1847,0.9217,"chr9:135906087..135906135,+","p2@GTF3C5","e:9328","h:4668","u:Q5T7U4","GTF3C5","general transcription factor IIIC subunit 5","gene with protein product"
163,"T172888",1854,0.9215,"chr7:151722712..151722873,+","p1@GALNT11","e:63917","h:19875","u:Q8NCW6,u:C9JMT8,u:C9JPR8,u:B7Z3L9,u:B7Z5G5,u:B3KWF4","GALNT11","polypeptide N-acetylgalactosaminyltransferase 11","gene with protein product"
164,"T099355",1848,0.9208,"chr20:25388293..25388372,+","p1@GINS1","e:9837","h:28980","u:Q14691,u:E7EQ95","GINS1","GINS complex subunit 1","gene with protein product"
165,"T112088",1848,0.918,"chr2:128785619..128785640,-","p1@SAP130","e:79595","h:29813","u:C9JTJ5,u:Q96DP1","SAP130","Sin3A associated protein 130","gene with protein product"
166,"T151250",1845,0.9179,"chr5:154320623..154320673,+","p1@MRPL22","e:29093","h:14480","u:A6NGJ8,u:Q9NWU5,u:E7ESL0","MRPL22","mitochondrial ribosomal protein L22","gene with protein product"
167,"T101707",1843,0.9174,"chr20:4667300..4667317,+","p9@PRNP","e:5621","h:9449","u:P04156","PRNP","prion protein","gene with protein product"
168,"T200111",1840,0.9172,"chrX:48755183..48755194,+","p2@PQBP1","e:10084","h:9330","u:O60828","PQBP1","polyglutamine binding protein 1","gene with protein product"
169,"T105942",1841,0.9159,"chr21:46237935..46237946,-","p3@SUMO3","e:6612","h:11124","u:A8MUA9","SUMO3","small ubiquitin-like modifier 3","gene with protein product"
170,"T019402",1840,0.9154,"chr11:8832182..8832279,-","p1@ST5","e:6764","h:11350","u:E9PNM8,u:E9PJY5,u:E9PKM1,u:P78524","ST5","suppression of tumorigenicity 5","gene with protein product"
171,"T112626",1840,0.9145,"chr2:139259556..139259579,+","p3@SPOPL","e:339745","h:27934","u:F8WBB7","SPOPL","speckle type BTB/POZ protein like","gene with protein product"
172,"T162279",1839,0.9136,"chr6:17706623..17706666,-","p4@NUP153","e:9972","h:8062","u:F6QR24","NUP153","nucleoporin 153","gene with protein product"
173,"T013616",1835,0.9111,"chr11:33061483..33061519,+","p4@TCP11L1","e:55346","h:25655","u:Q9NUJ3","TCP11L1","t-complex 11 like 1","gene with protein product"
174,"T051706",1834,0.9097,"chr16:47495147..47495164,-","p3@ITFG1","e:81533","h:30697","u:Q8TB96","ITFG1","integrin alpha FG-GAP repeat containing 1","gene with protein product"
175,"T016324",1826,0.9094,"chr11:63953691..63953713,+","p2@STIP1","e:10963","h:11387","u:F5H783","STIP1","stress induced phosphoprotein 1","gene with protein product"
176,"T093491",1822,0.9078,"chr1:32757718..32757765,+","p1@HDAC1","e:3065","h:4852","u:Q5TEE2","HDAC1","histone deacetylase 1","gene with protein product"
177,"T158743",1827,0.9076,"chr6:126661253..126661356,+","p1@CENPW","e:387103","h:21488","u:Q5EE01","CENPW","centromere protein W","gene with protein product"
178,"T178599",1824,0.9075,"chr7:95951334..95951417,-","p1@SLC25A13","e:10165","h:10983","u:Q9UJS0","SLC25A13","solute carrier family 25 member 13","gene with protein product"
179,"T189487",1820,0.9073,"chr9:127177703..127177734,-","p1@PSMB7","e:5695","h:9544","u:Q99436,u:Q5TBG5,u:B4E0P1,u:E9KL30","PSMB7","proteasome subunit beta 7","gene with protein product"
180,"T108651",1818,0.9067,"chr22:38082385..38082412,+","p2@NOL12",NA,"h:28585",NA,"NOL12","nucleolar protein 12","gene with protein product"
181,"T112072",1823,0.9065,"chr2:128605204..128605208,-","p2@POLR2D","e:5433","h:9191","u:Q96FU3","POLR2D","RNA polymerase II subunit D","gene with protein product"
182,"T149255",1821,0.906,"chr5:137667459..137667524,-","p1@CDC25C","e:995","h:1727","u:P30307","CDC25C","cell division cycle 25C","gene with protein product"
183,"T121691",1819,0.9059,"chr2:27607641..27607663,-","p2@PPM1G","e:5496","h:9278","u:Q96IN7","PPM1G","protein phosphatase, Mg2+/Mn2+ dependent 1G","gene with protein product"
184,"T168319",1817,0.9053,"chr6:89791507..89791559,+","p4@PNRC1","e:10957","h:17278",NA,"PNRC1","proline rich nuclear receptor coactivator 1","gene with protein product"
185,"T049362",1824,0.9048,"chr16:18801619..18801630,-","p2@RPS15A","e:6210","h:10389","u:P62244,u:B2R4W8","RPS15A","ribosomal protein S15a","gene with protein product"
186,"T152567",1816,0.9044,"chr5:175815565..175815615,-","p1@NOP16","e:51491","h:26934","u:E7ERV7,u:D6RC60,u:D6RG37,u:D6RIC3","NOP16","NOP16 nucleolar protein","gene with protein product"
187,"T082435",1812,0.9024,"chr1:151735937..151735998,-","p1@MRPL9","e:65005","h:14277","u:Q5SZR1","MRPL9","mitochondrial ribosomal protein L9","gene with protein product"
188,"T137896",1814,0.9016,"chr3:97540876..97540923,+","p1@CRYBG3","e:131544","h:34427","u:B4DLE8","CRYBG3","crystallin beta-gamma domain containing 3","gene with protein product"
189,"T180216",1809,0.9013,"chr8:120868078..120868182,-","p1@DSCC1","e:79075","h:24453","u:Q9BVC3","DSCC1","DNA replication and sister chromatid cohesion 1","gene with protein product"
190,"T037855",1807,0.8999,"chr14:35591712..35591753,-","p3@PPP2R3C","e:55012","h:17485","u:G3V228","PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma","gene with protein product"
191,"T057940",1806,0.8999,"chr17:38083843..38083864,-","p2@ORMDL3","e:94103","h:16038","u:Q8N138","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","gene with protein product"
192,"T020788",1805,0.8994,"chr12:109535373..109535414,+","p1@UNG","e:7374","h:12572","u:P13051,u:E5KTA5","UNG","uracil DNA glycosylase","gene with protein product"
193,"T074914",1808,0.8991,"chr19:42829925..42829949,+","p4@MEGF8","e:1954","h:3233","u:Q7Z7M0","MEGF8","multiple EGF like domains 8","gene with protein product"
194,"T086066",1799,0.8968,"chr1:178063231..178063261,+","p1@RASAL2","e:9462","h:9874","u:F8W755","RASAL2","RAS protein activator like 2","gene with protein product"
195,"T064218",1798,0.895,"chr17:76975997..76976051,-","p1@LGALS3BP","e:3959","h:6564","u:B4DVE1","LGALS3BP","galectin 3 binding protein","gene with protein product"
196,"T074199",1797,0.8945,"chr19:40331378..40331394,-","p4@FBL","e:2091","h:3599","u:Q96BS4","FBL","fibrillarin","gene with protein product"
197,"T050593",1792,0.8938,"chr16:29802036..29802086,+","p1@KIF22","e:3835","h:6391","u:Q14807,u:E7EUJ5","KIF22","kinesin family member 22","gene with protein product"
198,"T175584",1789,0.8923,"chr7:43966018..43966079,+","p1@UBE2D4","e:51619","h:21647","u:Q9Y2X8,u:F2Z3J6,u:F8WEH7,u:Q9UQL0","UBE2D4","ubiquitin conjugating enzyme E2 D4 (putative)","gene with protein product"
199,"T011787",1789,0.8905,"chr11:130786333..130786399,-","p1@SNX19","e:399979","h:21532","u:E9PLV3,u:E9PKB9,u:F5H5D1,u:Q92543","SNX19","sorting nexin 19","gene with protein product"
200,"T129409",1787,0.8899,"chr3:135915086..135915144,-","p2@MSL2","e:55167","h:25544","u:C9IZG7","MSL2","male-specific lethal 2 homolog (Drosophila)","gene with protein product"
201,"T061050",1784,0.888,"chr17:56084508..56084519,-","p2@SRSF1","e:6426","h:10780","u:Q07955,u:Q59FA2","SRSF1","serine and arginine rich splicing factor 1","gene with protein product"
202,"T020789",1780,0.8878,"chr12:109535416..109535439,+","p3@UNG","e:7374","h:12572","u:P13051","UNG","uracil DNA glycosylase","gene with protein product"
203,"T031931",1783,0.8875,"chr13:21750659..21750735,-","p1@SKA3","e:221150","h:20262","u:F5H8H7,u:F5GWG1","SKA3","spindle and kinetochore associated complex subunit 3","gene with protein product"
204,"T132572",1780,0.8873,"chr3:185655763..185655783,-","p1@TRA2B","e:6434","h:10781",NA,"TRA2B","transformer 2 beta homolog (Drosophila)","gene with protein product"
205,"T049346",1779,0.8873,"chr16:1823105..1823112,-","p5@MRPS34","e:65993","h:16618",NA,"MRPS34","mitochondrial ribosomal protein S34","gene with protein product"
206,"T094097",1779,0.8868,"chr1:38274167..38274195,+","p5@C1orf122","e:127687","h:24789",NA,"C1orf122","chromosome 1 open reading frame 122","gene with protein product"
207,"T051703",1778,0.8868,"chr16:47494951..47495020,-","p1@ITFG1","e:81533","h:30697","u:Q8TB96","ITFG1","integrin alpha FG-GAP repeat containing 1","gene with protein product"
208,"T038313",1778,0.8868,"chr14:50065639..50065674,+","p1@LRR1","e:122769","h:19742","u:Q6P393","LRR1","leucine rich repeat protein 1","gene with protein product"
209,"T027239",1776,0.8862,"chr12:57146095..57146149,-","p1@PRIM1","e:5557","h:9369","u:P49642,u:F5H513,u:F8VNY2","PRIM1","primase (DNA) subunit 1","gene with protein product"
210,"T142648",1780,0.8856,"chr4:187112703..187112776,+","p1@CYP4V2","e:285440","h:23198","u:Q6UWV9","CYP4V2","cytochrome P450 family 4 subfamily V member 2","gene with protein product"
211,"T116164",1777,0.8854,"chr2:183580954..183581049,+","p1@DNAJC10","e:54431","h:24637","u:Q8IXB1,u:F8W884,u:Q71S60","DNAJC10","DnaJ heat shock protein family (Hsp40) member C10","gene with protein product"
212,"T118965",1774,0.8821,"chr2:219433281..219433406,+","p2@RQCD1","e:9125","h:10445","u:Q92600,u:B7Z1E5","CNOT9","CCR4-NOT transcription complex subunit 9","gene with protein product"
213,"T200602",1766,0.8812,"chrX:62571171..62571180,-","p11@SPIN4","e:139886","h:27040","u:Q56A73","SPIN4","spindlin family member 4","gene with protein product"
214,"T002526",1769,0.881,"chr10:13203543..13203587,+","p1@MCM10","e:55388","h:18043","u:Q7L590,u:C9J600,u:Q5T670","MCM10","minichromosome maintenance 10 replication initiation factor","gene with protein product"
215,"T121957",1762,0.8792,"chr2:29338464..29338485,+","p5@CLIP4","e:79745","h:26108","u:Q8N3C7","CLIP4","CAP-Gly domain containing linker protein family member 4","gene with protein product"
216,"T015688",1763,0.8789,"chr11:61560348..61560419,+","p1@FEN1","e:2237","h:3650","u:F5H1Y3","FEN1","flap structure-specific endonuclease 1","gene with protein product"
217,"T048948",1764,0.8772,"chr16:1401925..1401969,+","p1@GNPTG","e:84572","h:23026","u:E9PQQ5","GNPTG","N-acetylglucosamine-1-phosphate transferase gamma subunit","gene with protein product"
218,"T018491",1767,0.8769,"chr11:75063275..75063314,-","p6@ARRB1","e:408","h:711","u:B7Z1Q3,u:P49407","ARRB1","arrestin beta 1","gene with protein product"
219,"T041552",1755,0.8749,"chr14:93260642..93260720,+","p1@GOLGA5","e:9950","h:4428","u:E7EQP0,u:Q8TBA6","GOLGA5","golgin A5","gene with protein product"
220,"T095839",1759,0.8743,"chr1:62190793..62190822,-","p1@TM2D1","e:83941","h:24142","u:A6NMG4","TM2D1","TM2 domain containing 1","gene with protein product"
221,"T063491",1750,0.8715,"chr17:7452308..7452320,+","p5@TNFSF12-TNFSF13,p6@TNFSF12","e:407977,e:8742","h:11927,h:33537","u:C0H5Y4,u:O43508,u:Q4ACW9,u:Q8IZK7","TNFSF12","tumor necrosis factor superfamily member 12","gene with protein product"
222,"T076052",1749,0.8714,"chr19:47634076..47634157,+","p1@SAE1","e:10055","h:30660","u:Q9UBE0,u:F5GXX7,u:G3XAK6,u:B3KNJ4,u:B4DY66,u:B3KMQ2","SAE1","SUMO1 activating enzyme subunit 1","gene with protein product"
223,"T125332",1749,0.871,"chr2:74881366..74881397,+","p1@SEMA4F","e:10505","h:10734","u:F8WCP8,u:O95754","SEMA4F","ssemaphorin 4F","gene with protein product"
224,"T054985",1747,0.8692,"chr16:88636795..88636827,+","p1@ZC3H18","e:124245","h:25091","u:E7ERS3","ZC3H18","zinc finger CCCH-type containing 18","gene with protein product"
225,"T106003",1739,0.8678,"chr21:46359907..46359962,+","p1@FAM207A","e:85395","h:15811","u:Q9NSI2,u:C9JJU7","FAM207A","family with sequence similarity 207 member A","gene with protein product"
226,"T155325",1743,0.8676,"chr5:68462944..68463008,+","p1@CCNB1","e:891","h:1579","u:E9PC90","CCNB1","cyclin B1","gene with protein product"
227,"T145732",1738,0.8668,"chr4:77134996..77134997,-","p7@SCARB2","e:950","h:1665","u:Q14108","SCARB2","scavenger receptor class B member 2","gene with protein product"
228,"T094789",1743,0.8667,"chr1:45205498..45205554,+","p1@KIF2C","e:11004","h:6393","u:B7Z6Q6","KIF2C","kinesin family member 2C","gene with protein product"
230,"T050892",1740,0.8657,"chr16:30441293..30441370,-","p1@DCTPP1","e:79077","h:28777","u:Q9H773","DCTPP1","dCTP pyrophosphatase 1","gene with protein product"
231,"T173907",1736,0.865,"chr7:2281802..2281852,-","p1@FTSJ2","e:29960","h:16352","u:Q9UI43,u:E7ETL2","MRM2","mitochondrial rRNA methyltransferase 2","gene with protein product"
232,"T028060",1738,0.8642,"chr12:6603253..6603303,+","p1@NCAPD2","e:9918","h:24305","u:E7EN77,u:F6SSY4,u:F5H431,u:F5GZJ1,u:B3KMS0,u:B3KY03,u:Q15021,u:Q6ZV00","NCAPD2","non-SMC condensin I complex subunit D2","gene with protein product"
233,"T160760",1736,0.8641,"chr6:15246200..15246214,+","p2@JARID2","e:3720","h:6196","u:Q92833","JARID2","jumonji and AT-rich interaction domain containing 2","gene with protein product"
234,"T019299",1737,0.8637,"chr11:86383461..86383483,-","p4@ME3","e:10873","h:6985","u:E9PKA0","ME3","malic enzyme 3","gene with protein product"
235,"T188694",1732,0.8625,"chr9:116172617..116172667,-","p1@POLE3","e:54107","h:13546","u:Q9NRF9","POLE3","DNA polymerase epsilon 3, accessory subunit","gene with protein product"
236,"T053531",1729,0.8623,"chr16:70557685..70557730,+","p1@SF3B3","e:23450","h:10770","u:Q15393,u:A8K6V3","SF3B3","splicing factor 3b subunit 3","gene with protein product"
237,"T105600",1728,0.8618,"chr21:44299626..44299682,-","p1@WDR4","e:10785","h:12756","u:P57081","WDR4","WD repeat domain 4","gene with protein product"
238,"T169895",1732,0.8617,"chr7:114562545..114562579,+","p4@MDFIC","e:29969","h:28870","u:C9J104","MDFIC","MyoD family inhibitor domain containing","gene with protein product"
239,"T052885",1727,0.8613,"chr16:66583994..66584010,-","p2@TK2","e:7084","h:11831","u:F5GYK4","TK2","thymidine kinase 2, mitochondrial","gene with protein product"
240,"T196170",1727,0.8609,"chrX:105969893..105969919,+","p2@RNF128","e:79589","h:21153","u:Q8TEB7","RNF128","ring finger protein 128, E3 ubiquitin protein ligase","gene with protein product"
242,"T074592",1727,0.8588,"chr19:41856764..41856777,+","p10@TMEM91","e:641649","h:32393","u:F5GWC9,u:Q6P434","TMEM91","transmembrane protein 91","gene with protein product"
243,"T083186",1718,0.8564,"chr1:154947126..154947147,+","p2@CKS1B","e:1163","h:19083","u:Q9BZU3","CKS1B","CDC28 protein kinase regulatory subunit 1B","gene with protein product"
244,"T198533",1717,0.8555,"chrX:153991175..153991226,+","p2@DKC1","e:1736","h:2890",NA,"DKC1","dyskerin pseudouridine synthase 1","gene with protein product"
245,"T031815",1719,0.8548,"chr13:20357063..20357105,-","p1@PSPC1","e:55269","h:20320","u:F5H656","PSPC1","paraspeckle component 1","gene with protein product"
246,"T094098",1713,0.8548,"chr1:38274246..38274318,+","p1@C1orf122","e:127687","h:24789",NA,"C1orf122","chromosome 1 open reading frame 122","gene with protein product"
247,"T160762",1716,0.8537,"chr6:15246261..15246312,+","p1@JARID2","e:3720","h:6196","u:Q92833","JARID2","jumonji and AT-rich interaction domain containing 2","gene with protein product"
248,"T063932",1710,0.8537,"chr17:76210318..76210366,+","p1@BIRC5","e:332","h:593",NA,"BIRC5","baculoviral IAP repeat containing 5","gene with protein product"
249,"T051182",1719,0.8535,"chr16:31198113..31198130,+","p6@FUS","e:2521","h:4010",NA,"FUS","FUS RNA binding protein","gene with protein product"
250,"T061672",1703,0.8498,"chr17:61627916..61627978,+","p2@DCAF7","e:10238","h:30915","u:B4E039","DCAF7","DDB1 and CUL4 associated factor 7","gene with protein product"
252,"T122550",1701,0.8475,"chr2:38152401..38152444,+","p1@FAM82A1","e:151393","h:26567","u:Q96LZ7","RMDN2","regulator of microtubule dynamics 2","gene with protein product"
253,"T069157",1700,0.847,"chr18:7946839..7946903,+","p2@PTPRM","e:5797","h:9675",NA,"PTPRM","protein tyrosine phosphatase, receptor type M","gene with protein product"
254,"T061260",1702,0.8459,"chr17:57233087..57233146,+","p1@PRR11","e:55771","h:25619","u:Q96HE9","PRR11","proline rich 11","gene with protein product"
255,"T142651",1697,0.8447,"chr4:187112931..187112974,+","p2@CYP4V2","e:285440","h:23198",NA,"CYP4V2","cytochrome P450 family 4 subfamily V member 2","gene with protein product"
256,"T062665",1692,0.8443,"chr17:7123207..7123275,+","p1@ACADVL","e:37","h:92",NA,"ACADVL","acyl-CoA dehydrogenase, very long chain","gene with protein product"
257,"T082924",1696,0.8442,"chr1:153895251..153895342,-","p2@GATAD2B","e:57459","h:30778","u:Q8WXI9","GATAD2B","GATA zinc finger domain containing 2B","gene with protein product"
258,"T041333",1693,0.8435,"chr14:91580397..91580454,+","p1@C14orf159","e:80017","h:20498","u:E5RJ62,u:E5RGN8,u:E5RK14,u:E5RIU5,u:E5RK56,u:E5RJD1","C14orf159","chromosome 14 open reading frame 159","gene with protein product"
259,"T161051",1695,0.8433,"chr6:15663139..15663159,-","p4@DTNBP1","e:84062","h:17328","u:D6RB80","DTNBP1","dystrobrevin binding protein 1","gene with protein product"
260,"T168614",1693,0.8423,"chr7:100027037..100027077,+","p2@MEPCE","e:56257","h:20247","u:D6W5V7","MEPCE","methylphosphate capping enzyme","gene with protein product"
261,"T137111",1692,0.8414,"chr3:69062790..69062855,-","p1@C3orf64","e:285203","h:28526","u:F5H225,u:C9J4G5,u:B4E243","EOGT","EGF domain specific O-linked N-acetylglucosamine transferase","gene with protein product"
262,"T178112",1686,0.8401,"chr7:91875508..91875559,+","p2@ANKIB1","e:54467","h:22215","u:Q9P2G1","ANKIB1","ankyrin repeat and IBR domain containing 1","gene with protein product"
263,"T030586",1682,0.8393,"chr12:96255011..96255034,+","p2@SNRPF","e:6636","h:11162","u:P62306","SNRPF","small nuclear ribonucleoprotein polypeptide F","gene with protein product"
264,"T023192",1683,0.839,"chr12:133136555..133136646,+","p2@FBRSL1","e:57666","h:29308",NA,"FBRSL1","fibrosin like 1","gene with protein product"
265,"T087901",1681,0.8388,"chr1:202311054..202311071,-","p1@UBE2T","e:29089","h:25009","u:Q9NPD8","UBE2T","ubiquitin conjugating enzyme E2 T","gene with protein product"
266,"T081548",1681,0.8384,"chr1:1342594..1342605,-","p2@MRPL20","e:55052","h:14478",NA,"MRPL20","mitochondrial ribosomal protein L20","gene with protein product"
267,"T145727",1681,0.8376,"chr4:77134770..77134781,-","p18@SCARB2","e:950","h:1665","u:E7EM68","SCARB2","scavenger receptor class B member 2","gene with protein product"
268,"T102571",1684,0.8374,"chr20:54967243..54967278,-","p1@AURKA","e:6790","h:11393","u:O14965,u:A3KFJ0,u:Q5QPD4,u:A3KFJ2,u:Q5QPD1","AURKA","aurora kinase A","gene with protein product"
269,"T061051",1680,0.8358,"chr17:56084578..56084645,-","p1@SRSF1","e:6426","h:10780","u:Q07955,u:Q59FA2","SRSF1","serine and arginine rich splicing factor 1","gene with protein product"
270,"T092203",1677,0.8343,"chr1:247171316..247171336,-","p3@ZNF695","e:57116","h:30954",NA,"ZNF695","zinc finger protein 695","gene with protein product"
271,"T193795",1675,0.8342,"chr9:73028332..73028385,-","p3@KLF9","e:687","h:1123","u:Q13886","KLF9","Kruppel like factor 9","gene with protein product"
272,"T173650",1674,0.8341,"chr7:20370666..20370680,+","p5@ITGB8","e:3696","h:6163","u:P26012,u:Q9BUG9","ITGB8","integrin subunit beta 8","gene with protein product"
273,"T141006",1675,0.8337,"chr4:156875081..156875092,-","p2@CTSO","e:1519","h:2542",NA,"CTSO","cathepsin O","gene with protein product"
274,"T121351",1672,0.8331,"chr2:25016282..25016339,+","p1@CENPO","e:79172","h:28152","u:Q9BU64","CENPO","centromere protein O","gene with protein product"
275,"T099720",1669,0.8328,"chr20:31407692..31407709,+","p2@MAPRE1","e:22919","h:6890","u:Q15691","MAPRE1","microtubule associated protein RP/EB family member 1","gene with protein product"
276,"T145662",1672,0.8327,"chr4:76649797..76649876,+","p1@USO1","e:8615","h:30904","u:O60763","USO1","USO1 vesicle transport factor","gene with protein product"
277,"T034489",1669,0.832,"chr13:80055508..80055575,+","p2@NDFIP2","e:54602","h:18537",NA,"NDFIP2","Nedd4 family interacting protein 2","gene with protein product"
278,"T012515",1669,0.832,"chr11:18610246..18610272,-","p2@UEVLD","e:55293","h:30866","u:A8MYV4,u:F5H6L6","UEVLD","UEV and lactate/malate dehyrogenase domains","gene with protein product"
279,"T047770",1671,0.8318,"chr15:90456156..90456198,-","p1@C15orf38","e:348110","h:28782","u:Q7Z6K5","ARPIN","actin-related protein 2/3 complex inhibitor","gene with protein product"
280,"T054684",1668,0.8315,"chr16:85722530..85722615,-","p1@GINS2","e:51659","h:24575","u:Q9Y248","GINS2","GINS complex subunit 2","gene with protein product"
281,"T041396",1674,0.8312,"chr14:91976874..91976905,-","p3@SMEK1","e:55671","h:20219","u:G3V231","PPP4R3A","protein phosphatase 4 regulatory subunit 3A","gene with protein product"
282,"T160860",1670,0.83,"chr6:153304166..153304194,-","p1@FBXO5","e:26271","h:13584","u:Q9UKT4","FBXO5","F-box protein 5","gene with protein product"
283,"T099272",1664,0.8291,"chr20:2451395..2451455,-","p1@SNRPB","e:6628","h:11153","u:A8MT02","SNRPB","small nuclear ribonucleoprotein polypeptides B and B1","gene with protein product"
284,"T032687",1658,0.8265,"chr13:34392259..34392321,+","p1@RFC3","e:5983","h:9971","u:C9JU95,u:P40938","RFC3","replication factor C subunit 3","gene with protein product"
285,"T034485",1657,0.8256,"chr13:80055378..80055401,+","p5@NDFIP2","e:54602","h:18537",NA,"NDFIP2","Nedd4 family interacting protein 2","gene with protein product"
286,"T037624",1658,0.8253,"chr14:31494727..31494756,+","p3@AP4S1","e:11154","h:575","u:Q9Y587","AP4S1","adaptor related protein complex 4 sigma 1 subunit","gene with protein product"
287,"T059179",1659,0.825,"chr17:42422629..42422636,+","p3@GRN","e:2896","h:4601","u:Q9H8S1","GRN","granulin precursor","gene with protein product"
288,"T069636",1654,0.8237,"chr19:10765003..10765057,+","p1@ILF3","e:3609","h:6038","u:Q12906,u:C9JFV5,u:G5E9M5","ILF3","interleukin enhancer binding factor 3","gene with protein product"
289,"T105248",1656,0.8231,"chr21:40720508..40720537,-","p2@HMGN1","e:3150","h:4984",NA,"HMGN1","high mobility group nucleosome binding domain 1","gene with protein product"
290,"T031930",1648,0.8228,"chr13:21750622..21750646,-","p2@SKA3","e:221150","h:20262",NA,"SKA3","spindle and kinetochore associated complex subunit 3","gene with protein product"
291,"T149807",1647,0.821,"chr5:141488318..141488397,+","p1@NDFIP1","e:80762","h:17592","u:Q9BT67","NDFIP1","Nedd4 family interacting protein 1","gene with protein product"
292,"T107438",1647,0.8202,"chr22:29137782..29137837,-","p1@CHEK2","e:11200","h:16627","u:O96017,u:C9JFD7,u:B7ZBF8,u:B7ZBF2,u:F8WCV2","CHEK2","checkpoint kinase 2","gene with protein product"
293,"T135324",1643,0.8199,"chr3:47823298..47823423,-","p1@SMARCC1","e:6599","h:11104","u:Q92922,u:F8WE13,u:Q58EY4","SMARCC1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1","gene with protein product"
294,"T095081",1647,0.8198,"chr1:47779762..47779827,-","p1@STIL,p1@TAL1","e:6491,e:6886","h:10879,h:11556","u:Q15468,u:Q5T0C7","STIL","SCL/TAL1 interrupting locus","gene with protein product"
295,"T043527",1645,0.8192,"chr15:41624754..41624796,-","p1@OIP5","e:11339","h:20300","u:O43482","OIP5","Opa interacting protein 5","gene with protein product"
296,"T045077",1641,0.818,"chr15:59664770..59664784,-","p4@MYO1E","e:4643","h:7599",NA,"MYO1E","myosin IE","gene with protein product"
297,"T019717",1638,0.8157,"chr11:94800608..94800745,+","p1@SRSF8",NA,"h:16988",NA,"SRSF8","serine and arginine rich splicing factor 8","gene with protein product"
298,"T149496",1639,0.8154,"chr5:139554656..139554688,+","p3@C5orf32","e:84418","h:30239","u:Q9H1C7","CYSTM1","cysteine rich transmembrane module containing 1","gene with protein product"
299,"T121192",1634,0.8154,"chr2:242626169..242626178,-","p3@DTYMK","e:1841","h:3061",NA,"DTYMK","deoxythymidylate kinase","gene with protein product"
300,"T116267",1636,0.8147,"chr2:187454714..187454748,+","p2@ITGAV","e:3685","h:6150","u:B4DYQ7,u:B7ZLX0,u:P06756","ITGAV","integrin subunit alpha V","gene with protein product"
301,"T196704",1635,0.8146,"chrX:118533269..118533364,+","p1@SLC25A43","e:203427","h:30557","u:B4E1P8","SLC25A43","solute carrier family 25 member 43","gene with protein product"
302,"T067439",1630,0.8146,"chr18:45456930..45456967,-","p2@SMAD2","e:4087","h:6768","u:Q15796","SMAD2","SMAD family member 2","gene with protein product"
303,"T033629",1630,0.8126,"chr13:49684445..49684517,+","p1@FNDC3A","e:22862","h:20296","u:Q9Y2H6","FNDC3A","fibronectin type III domain containing 3A","gene with protein product"
304,"T094071",1627,0.8115,"chr1:38158178..38158237,+","p1@CDCA8","e:55143","h:14629","u:Q53HL2","CDCA8","cell division cycle associated 8","gene with protein product"
305,"T125719",1630,0.8109,"chr2:85843252..85843321,+","p1@USP39","e:10713","h:20071","u:Q53GS9,u:B9A018,u:G5E9H0,u:F8WC91","USP39","ubiquitin specific peptidase 39","gene with protein product"
306,"T014853",1630,0.8105,"chr11:504942..504959,-","p5@RNH1","e:6050","h:10074","u:E9PLZ3","RNH1","ribonuclease/angiogenin inhibitor 1","gene with protein product"
307,"T056647",1624,0.8104,"chr17:26926005..26926070,-","p1@SPAG5","e:10615","h:13452","u:F5GZT2,u:Q96R06","SPAG5","sperm associated antigen 5","gene with protein product"
