Vv_m2,2000,1000,VIT_15s0048g01240
rank,V1_geneId,Fabs,Frel,gene_symbol,v3,group,subgroup,pathway_or_family,full_name,gene_name_synonym(s),type,reaction_EC,Vitisnet_Network1,Vitisnet_Network2
186,VIT_15s0024g01540,1110,0.5334,,Vitvi15g00160,,,,Glutathione S-transferase 8 GSTU8,,,E2_5_1_18_GSTU8,vv10480Glutathione_metabolism,,,
187,VIT_17s0000g06710,1100,0.5324,,Vitvi17g00656,,,,Leucine-rich repeat transmembrane protein kinase,,,,,,,
188,VIT_08s0007g01270,1100,0.5311,,Vitvi08g02222,,,,Dynein light chain LC6; flagellar outer arm,,,K10418,vv44810Regulation_of_actin_cytoskeleton,,,
189,VIT_13s0019g01530,1103,0.5303,,Vitvi13g00307,,,,Adaptor-related protein complex 3; beta 2 subunit,,,AP3B2,vv50110Protein_coat,,,
190,VIT_01s0011g02730,1086,0.5239,WBC8,Vitvi01g00211,ABC-transporter,WBC/ABCG,ABC-transporter,ATP-binding cassette (ABC),ABCG8,Transporter,,vv52010ABC_transporters,,,
191,VIT_04s0008g05170,1083,0.5227,,Vitvi04g01896,,,,Unknown protein,,,,,,,
192,VIT_11s0016g04440,1076,0.5201,,Vitvi11g00389,,,,Protease inhibitor/seed storage/lipid transfer protein (LTP),,,,,,,
193,VIT_12s0134g00010,1072,0.5179,,Vitvi12g00572,,,,Phototropic-responsive NPH3 protein,,,,,,,
194,VIT_18s0001g02600,1068,0.5177,,Vitvi18g01546,,,,Ribosomal protein S1; 30S,,,K02945,vv23010Ribosome,,,
195,VIT_08s0032g01020,1066,0.5155,,Vitvi08g02039,,,,MD-2 lipid recognition domain-containing protein,,,,,,,
196,VIT_11s0016g01550,1053,0.5094,,Vitvi11g01351,,,,Ankyrin repeat protein family,,,K10380,vv50108Accessory_factors_involved_in_transport,,,
197,VIT_19s0014g04810<br>VIT_19s0014g04800,1054,0.5087
198,VIT_14s0108g00190,1048,0.5065,,Vitvi14g01911,,,,Aldose 1-epimerase,,,E5_1_3_3,vv10010Glycolysis,,,
199,VIT_07s0104g00490,1036,0.5022,,Vitvi07g00176,,,,Unknown,,,,,,,
200,VIT_19s0015g02880,1043,0.5019,,Vitvi19g01048,,,,Glutathione S-transferase 20 GSTU20,,,E2_5_1_18_GSTU20,vv10480Glutathione_metabolism,,,
201,VIT_14s0036g00540,1040,0.5014,,Vitvi14g00623,,,,Ribulose bisphosphate carboxylase; large chain,,,E4_1_1_39,vv10710Carbon_fixation,,,
202,VIT_05s0020g02320,1034,0.4978,,Vitvi05g00388,,,,Apoptosis inhibitor,,,,,,,
203,VIT_00s1287g00010,1023,0.4964,,Vitvi10g02311,,,,Nuclear transcription factor Y subunit B-3,,,NFYB3_1,vv60021CCAAT,,,
204,VIT_12s0034g01940,1027,0.4957,,Vitvi12g01879,,,,No hit,,,,,,,
205,VIT_00s0253g00160,1023,0.4944,,Vitvi07g02512,,,,Methyl jasmonate esterase,,,MEJAE,vv10592alpha-Linolenic_acid_metabolism,,,
206,VIT_05s0020g01310,1025,0.4935,,Vitvi05g00295,,,,SRG1 (senescence-related gene 1),,,,,,,
207,VIT_06s0004g01150,1021,0.4920,,Vitvi06g01609,,,,No hit,,,,,,,
208,VIT_17s0000g09160,1008,0.4879,,Vitvi17g00904,,,,ferric reduction oxidase 8 FRO8,,,E1_16_1_7,vv10860Porphyrin_and_chlorophyll_metabolism,vv50105Transport_electron_carriers,,
209,VIT_18s0001g06560,1005,0.4857,,Vitvi18g02588,,,,No hit,,,,,,,
210,VIT_08s0040g02010,1006,0.4853,,Vitvi08g02155,,,,fasciclin arabinogalactan-protein (FLA11),,,FLA11,vv40006Cell_wall,,,
211,VIT_12s0057g01160,997,0.4847,,Vitvi12g02502,,,,AarF domain containing kinase,,,K08869,,,,
212,VIT_13s0067g03510,996,0.4819,,Vitvi13g02328,,,,ARR9 typeA,,,ARR9_2,vv30007Cytokinin_signaling,vv60072Orphans_Response_reg,,
213,VIT_02s0025g02080,987,0.4817,SWEET7,Vitvi02g00181,SWEET,SWEET,SWEET,,,Transporter,,,,,
214,VIT_15s0045g01600,988,0.4782,,Vitvi15g01385,,,,Eceriferum 1 (CER1 protein) Sterol desaturase,,,,,,,
215,VIT_18s0001g02400,987,0.4780,LAC64,Vitvi18g02927,LAC,9,Unclassified (Unknown Pathway),Laccase,,Enzyme,,vv11000Single_reactions,vv50109Incompletely_characterized_transport_systems,,
216,VIT_14s0083g00410,990,0.4755,,Vitvi14g01273,,,,Unknown,,,,,,,
217,VIT_00s0301g00180,983,0.4749,,Vitvi10g01757,,,,NADPH quinone oxidoreductase,,,E1_6_5_5,vv10740Riboflavin_metabolism,,,
218,VIT_08s0040g02020,974,0.4735,,Vitvi08g02158,,,,fasciclin arabinogalactan-protein (FLA11),,,FLA11,vv40006Cell_wall,,,
219,VIT_04s0008g05110,974,0.4714,,Vitvi04g00452,,,,Unknown,,,,,,,
220,VIT_05s0029g00850,976,0.4704,,Vitvi05g01154,,,,TIR-NBS-TIR type disease resistance protein,,,,,,,
221,VIT_06s0061g01000,960,0.4658,,Vitvi06g01374,,,,Prolylcarboxypeptidase,,,E3_4_16_2,,,,
222,VIT_02s0033g00610,957,0.4625,,Vitvi02g01050,,,,Chromomethylase 2,,,,,,,
223,VIT_06s0061g00260,957,0.4614,WBC25,Vitvi06g01293,ABC-transporter,WBC/ABCG,ABC-transporter,ATP-binding cassette (ABC),ABCG25,Transporter,,vv52010ABC_transporters,,,
224,VIT_05s0029g00050,944,0.4609,bHLH022,Vitvi05g01063,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,,,
225,VIT_17s0000g07950,955,0.4605,,Vitvi17g00770,,,,Unknown protein,,,,,,,
226,VIT_03s0063g00530,946,0.4588,,Vitvi03g00496,,,,Calmodulin,,,K02183,vv34020Calcium_signaling_pathway,vv34626Plant-pathogen_interaction,,
227,VIT_18s0001g00600,939,0.4554,,Vitvi18g00147,,,,F-box family protein,,,,,,,
228,VIT_03s0038g04110,945,0.4548,,Vitvi03g00263,,,,AT-hook DNA-binding protein,,,,,,,
229,VIT_09s0054g01410,936,0.4491,,Vitvi09g02008,,,,Beta-amyrin synthase,,,E5_4_99_BAS,vv10900Terpenoid_biosynthesis,,,
230,VIT_10s0003g02100,925,0.4482,,Vitvi10g00667,,,,Lipase GDSL,,,,,,,
231,VIT_18s0001g03200,922,0.4474,,Vitvi18g02535,,,,Emp24/gp25L/p24,,,EMP24,vv50110Protein_coat,,,
232,VIT_06s0009g00880,921,0.4467,YABBY4,Vitvi06g00972,YABBY,YABBY,YABBY,,,TF,,vv60019C2C2-YABBY,,,
233,VIT_04s0008g00210,913,0.4441,,Vitvi04g00012,,,,Histidine-containing phosphotransferase,,,AHP4,vv30007Cytokinin_signaling,,,
234,VIT_16s0022g02100,913,0.4436,,Vitvi16g00867,,,,Embryo-specific 3,,,,,,,
235,VIT_12s0034g00520,919,0.4431,,Vitvi12g02616,,,,No hit,,,,,,,
236,VIT_18s0001g09480,908,0.4401,,Vitvi18g00694,,,,PUMILIO 8 (APUM8),,,,,,,
237,VIT_03s0091g01100,912,0.4378,,Vitvi03g01612,,,,Unknown protein,,,,,,,
238,VIT_17s0000g06320,901,0.4374,,Vitvi17g00612,,,,Endonuclease,,,E3_1_30_x,,,,
239,VIT_12s0035g02020,905,0.4359,NAC40,Vitvi12g02150,NAC,NAC,NACs,,,TF,,vv60046NAC,,,
240,VIT_04s0008g05730,897,0.4335,,Vitvi04g00508,,,,Sucrose-phosphate synthase,,,E2_4_1_14,vv10500Starch_and_sucrose_metabolism,,,
241,VIT_18s0122g01460,892,0.4322,,Vitvi18g02493,,,,CYP87A3,,,,,,,
242,VIT_06s0004g03460,891,0.4321,,Vitvi06g00349,,,,Transducin protein,,,,,,,
243,VIT_05s0020g04750,891,0.4313,,Vitvi05g00637,,,,Ankyrin repeat protein,,,K10380,vv50108Accessory_factors_involved_in_transport,,,
244,VIT_07s0141g00060,880,0.4245,,Vitvi07g00056,,,,Beta-ketoacyl-CoA-synthase,,,E2_3_1_41,vv10061Fatty_acid_biosynthesis,,,
245,VIT_18s0001g02390,881,0.4238,LAC65,Vitvi18g02926,LAC,9,Unclassified (Unknown Pathway),Laccase,,Enzyme,,vv10350Tyrosine_metabolism,vv50109Incompletely_characterized_transport_systems,,
246,VIT_01s0011g04950,879,0.4232,,Vitvi01g00418,,,,Diadenosine 5';5'''-P1;P4-tetraphosphate hydrolase,,,E3_6_1_17,vv10230Purine_metabolism,vv10240Pyrimidine_metabolism,,
247,VIT_06s0080g00290,871,0.4198,,Vitvi06g01473,,,,TFL1 (Terminal flower 1),,,TFL1,vv30009Flower_development,,,
248,VIT_02s0033g00920,875,0.4189,,Vitvi02g01624,,,,No hit,,,,,,,
249,VIT_01s0011g01190,865,0.4183,MYBAL1,Vitvi01g00094,R2R3-MYBs,MYBA_S6B,MYBs,,,TF,,vv60044MYB,,,
250,VIT_12s0055g00510,865,0.4167,NAC58,Vitvi12g01655,NAC,NAC,NACs,,,TF,,vv60046NAC,,,
251,VIT_18s0001g00710,865,0.4165,,,,,,No hit,,,,,,,
252,VIT_14s0060g00490,862,0.4162,,Vitvi14g02445,,,,No hit,,,,,,,
253,VIT_11s0037g00680,862,0.4156,,Vitvi11g01513,,,,Leucine Rich Repeat receptor-like kinase,,,,,,,
254,VIT_08s0058g00960,854,0.4146,,Vitvi08g00820,,,,Basic helix-loop-helix (bHLH) family,,,BHLHDOM_28,vv60011BHLH,,,
255,VIT_09s0054g01280,854,0.4138,,Vitvi09g01437,,,,Beta-amyrin synthase,,,E5_4_99_BAS,vv10900Terpenoid_biosynthesis,,,
256,VIT_16s0050g01300,853,0.4135,,Vitvi16g01928,,,,C2 domain-containing protein,,,,,,,
257,VIT_13s0019g03550,865,0.4133,AP2-11,Vitvi13g00529,AP2,AP2,AP2/ERF,APETALA2 (AP2) floral homeotic protein,,TF,,vv30008Ethylene_signaling,vv30009Flower_development,,
258,VIT_06s0004g01640,853,0.4129,,Vitvi06g00169,,,,UDP-glucoronosyl and UDP-glucosyl transferase,,,,,,,
259,VIT_07s0151g00090,846,0.4073,,,,,,Quinone-oxidoreductase QR1,,,K03956,vv10190Oxidative_phosphorylation,vv50134Primary_active_transporter_cat_D1,,
260,VIT_05s0077g00520,834,0.4043,VviGA2ox4,Vitvi05g00163,,,GA,Gibberellin 2-oxidase_4,,Enzyme,,vv10904Diterpenoid_biosynthesis,,,
261,VIT_18s0001g10910,832,0.4041,,Vitvi18g02696,,,,Patatin,,,,,,,
262,VIT_17s0000g04180,828,0.3996,TCP11,Vitvi17g00374,TCP,CYC/TB1,TCP,Teosinte branched 1/Cycloidea/proliferating cell factor protein,,TF,,vv60061TCP,,,
263,VIT_03s0063g02680,824,0.3979,,Vitvi03g01495,,,,Radialis-like protein 5,,,RADL5,vv30009Flower_development,vv60044MYB,,
264,VIT_18s0001g00660,821,0.3966,,Vitvi18g00150,,,,High mobility group (HMG1/2) family protein,,,HMG1_2_4,vv60005ARID,,,
265,VIT_00s1205g00020,814,0.3955,,Vitvi10g02364,,,,Trehalose-phosphate synthase 1,,,E2_4_1_15,vv10500Starch_and_sucrose_metabolism,,,
266,VIT_06s0061g00980,818,0.3950,,Vitvi06g01936,,,,Prolylcarboxypeptidase,,,E3_4_16_2,,,,
267,VIT_01s0011g04980,814,0.3948,,Vitvi01g00423,,,,Sulfate transporter 91,,,AST91,vv50124Porters_cat_30_to_64,,,
268,VIT_01s0011g03490,814,0.3942,,Vitvi01g00284,,,,3-ketoacyl-CoA synthase,,,,,,,
269,VIT_17s0000g00150,814,0.3932,,Vitvi17g00021,,,,LEAFY protein (Floricaula/leafy protein),,,LFY,vv30009Flower_development,vv60039LFY,,
270,VIT_02s0012g01030,807,0.3904,,Vitvi02g00671,,,,AL-activated malate transporter 1,,,ALMT1,vv50125Porters_cat_66_to_94,,,
271,VIT_09s0002g03710,805,0.3891,,Vitvi09g00308,,,,Unknown protein,,,,,,,
272,VIT_18s0001g01460,797,0.3880,,Vitvi18g02519,,,,No hit,,,,,,,
273,VIT_12s0057g01140,798,0.3868,,Vitvi12g02500,,,,AarF domain containing kinase,,,K08869,,,,
274,VIT_18s0041g01810,796,0.3847,,Vitvi18g02126,,,,Taxadiene 5-alpha-hydroxylase,,,E1_14_99_37,vv10904Diterpenoid_biosynthesis,,,
275,VIT_00s2205g00010,784,0.3795,,Vitvi13g02604,,,,Disease resistance protein (NBS class),,,,,,,
276,VIT_14s0060g01450,782,0.3789,,Vitvi14g00116,,,,3'-5' exoribonuclease,,,K01146,,,,
277,VIT_07s0031g02140,787,0.3782,,Vitvi07g01887,,,,Amino acid permease,,,AAPREL,vv50123Porters_cat_18_to_29,,,
278,VIT_11s0052g00270,773,0.3736,,Vitvi11g01637,,,,R protein MLA10,,,K13475,vv34627R_proteins_from_Plant-pathogen_interaction,,,
279,VIT_19s0085g00920,775,0.3728,,Vitvi19g01748,,,,Organic cation transport protein OCT2,,,VVOCT2,vv50121Porters_cat_1_to_6,,,
280,VIT_02s0025g00860,768,0.3705,,Vitvi02g00077,,,,Unknown,,,,,,,
281,VIT_08s0040g01510,768,0.3694,,Vitvi08g02138,,,,No hit,,,,,,,
282,VIT_00s0378g00040,766,0.3690,,Vitvi07g02933,,,,CC-NBS-LRR class,,,,,,,
283,VIT_07s0005g02510,760,0.3679,bHLH028,Vitvi07g02251,bHLH,bHLH,bHLH,,,TF,,vv34710Circadian_rhythm,vv60011BHLH,,
284,VIT_04s0023g03810,760,0.3677,,Vitvi04g02169,,,,Jasmonate O-methyltransferase,,,E2_1_1_141,vv10592alpha-Linolenic_acid_metabolism,,,
285,VIT_06s0004g03780,764,0.3671,VviHB24,Vitvi06g00380,HB,WOX,,Wuschel-related homeobox 3 pressed flower,,TF,WOX3,vv60034HB,,,
286,VIT_14s0030g01410,751,0.3633,,Vitvi14g02640,,,,GCN5 N-acetyltransferase (GNAT),,,GCN5_28,vv60082GNAT,,,
287,VIT_18s0041g00690,746,0.3630,bHLH087,Vitvi18g02008,bHLH,bHLH,bHLH,,,TF,,vv60011BHLH,,,
288,VIT_07s0129g00700,744,0.3605,,Vitvi07g01648,,,,CYP81E1 Isoflavone 2'-hydroxylase,,,E1_14_13_89,vv10943Isoflavonoid_biosynthesis,,,
289,VIT_05s0020g02920,743,0.3596,,Vitvi05g00448,,,,Unknown protein,,,,,,,
290,VIT_07s0095g00670,739,0.3594,,,,,,Curculin (mannose-binding) lectin,,,,,,,
291,VIT_14s0068g00210,737,0.3576,MDR16,Vitvi14g02934,ABC-transporter,DMR/ABCB,ABC-transporter,ATP-binding cassette (ABC),ABCB16,Transporter,,vv52010ABC_transporters,,,
292,VIT_18s0001g14890,735,0.3563,bZIP49,Vitvi18g01165,bZIP,bZIP_A,bZIPs,,,TF,,vv30001ABA_signaling,vv60012BZIP,,
293,VIT_03s0017g00620,735,0.3563,,Vitvi03g01085,,,,GA 20-oxidase,,,E1_14_11_12,vv10904Diterpenoid_biosynthesis,,,
294,VIT_12s0142g00710,737,0.3562,,Vitvi12g00002,,,,Dihydroflavonol-4-reductase,,,E1_1_1_219,vv10941Flavonoid_biosynthesis,,,
295,VIT_02s0025g05030,737,0.3559,,Vitvi02g00460,,,,Unknown protein,,,,,,,
296,VIT_10s0003g03990,729,0.3541,,Vitvi10g01886,,,,No hit,,,,,,,
297,VIT_00s0872g00010,726,0.3523,,Vitvi00g02072,,,,Unknown,,,,,,,
298,VIT_12s0028g02990,726,0.3519,,Vitvi12g00248,,,,fasciclin arabinogalactan-protein (FLA13),,,FLA13,vv40006Cell_wall,,,
299,VIT_01s0011g01200,725,0.3518,MYBAL2,Vitvi01g00095,R2R3-MYBs,MYBA_S6B,MYBs,,,TF,,vv60044MYB,,,
300,VIT_18s0072g00620,723,0.3501,,Vitvi18g02985,,,,No hit,,,,,,,
301,VIT_00s2745g00010,720,0.3497,,Vitvi00g01412,,,,Receptor kinase RK20-1,,,,,,,
302,VIT_11s0016g05450,725,0.3496,,Vitvi11g00479,,,,Equilibrative nucleoside transporter ENT8 splice variant,,,ENT8,vv50124Porters_cat_30_to_64,,,
303,VIT_01s0011g00110,722,0.3491,VviSEP4,Vitvi01g00011,MADS_SEP,MADS_SEP,MADS-box,putative MADS-box sepallata 4,,TF,,vv30009Flower_development,vv60042MADS,,
304,VIT_12s0059g02160,715,0.3483,,Vitvi12g00506,,,,MATE efflux family protein,,,MATE,vv50125Porters_cat_66_to_94,,,
305,VIT_03s0017g00420,718,0.3470,,Vitvi03g01066,,,,Magnesium-dependent phosphatase-1 family protein,,,,,,,
306,VIT_03s0097g00330,714,0.3464,,Vitvi03g01694,,,,No hit,,,,,,,
307,VIT_00s0445g00040,713,0.3451,,Vitvi10g00419,,,,Unknown,,,,,,,
308,VIT_18s0041g00790,708,0.3424,,Vitvi18g02017,,,,UDP-glycosyltransferase 88B1,,,,,,,
309,VIT_18s0001g14760,706,0.3416,,Vitvi18g02815,,,,Lipase 3 (EXL3) family II extracellular,,,,,,,
310,VIT_11s0118g00550,704,0.3411,,Vitvi11g00580,,,,CTV.13 Jp18,,,,,,,
311,VIT_18s0001g13800,700,0.3388,,Vitvi18g01074,,,,CYP71AT2v2,,,,,,,
312,VIT_01s0011g02510,701,0.3380,,Vitvi01g00202,,,,Zinc finger (DNL type),,,ZFDNL_1,vv60080Other_zf,,,
313,VIT_17s0000g09010,696,0.3361,LBDIc1,Vitvi17g00890,LBD,Ic,LBD,Lateral organ boundaries (LOB) domain proteins,LOB,TF,,vv60007AS2,,,
314,VIT_05s0094g01700,683,0.3325,,Vitvi05g02282,,,,No hit,,,,,,,
315,VIT_13s0019g00570,686,0.3322,,Vitvi13g02342,,,,Ribosomal protein L11 (RPL11D) 60S,,,K02867,vv23010Ribosome,,,
316,VIT_04s0023g03790,682,0.3304,,Vitvi04g02167,,,,Jasmonate methyltransferase,,,E2_1_1_141,vv10592alpha-Linolenic_acid_metabolism,,,
317,VIT_10s0003g02150,684,0.3300,,Vitvi10g00674,,,,Trehalose-phosphate synthase 1,,,E2_4_1_15,vv10500Starch_and_sucrose_metabolism,,,
318,VIT_18s0075g00010,682,0.3292,,Vitvi18g01716,,,,No hit,,,,,,,
319,VIT_16s0022g00760,677,0.3286,,Vitvi16g00724,,,,Zinc knuckle,,,ZFC2HC,,,,
320,VIT_11s0052g01640,682,0.3280,,Vitvi11g01694,,,,flavonol 3-O-glucosyltransferase,,,E2_4_1_91,vv10941Flavonoid_biosynthesis,,,
321,VIT_00s0269g00070,675,0.3272,,Vitvi07g02458,,,,No hit,,,,,,,
322,VIT_06s0061g00360,679,0.3271,,Vitvi06g01307,,,,UDP-glucoronosyl and UDP-glucosyl transferase,,,,,,,
323,VIT_03s0063g00500,679,0.3260,,Vitvi03g00498,,,,Prpk (p53-related protein kinase),,,,,,,
324,VIT_12s0057g00930,674,0.3254,HCT3,Vitvi12g00710,HCT,HCT,Lignin Pathway,Hydroxycinnamoyl-coenzyme A shikimate; shikimate O-hydroxycinnamoyltransferase,,Enzyme,2.3.1.133,vv10940Phenylpropanoid_biosynthesis,,,
325,VIT_13s0019g02450,677,0.3253,VviHB45,Vitvi13g00366,HB,BEL,,BEL1-like homeodomain protein 9 LSN (LARSON),,TF,LARSON_1,vv60034HB,,,
326,VIT_03s0038g03870,672,0.3248,,Vitvi03g00243,,,,Calcium ion binding protein,,,,,,,
327,VIT_02s0012g00400,668,0.3219,FLS4,Vitvi02g01473,FLS,FLS,Flavonoid Pathway (Flavonols),flavonol synthase,,Enzyme,,vv10640Propanoate_metabolism,vv30008Ethylene_signaling,,
328,VIT_05s0051g00780,660,0.3187,,Vitvi05g00971,,,,Glutamate receptor protein,,,GLR2_7,vv50101Channels_and_pores,,,
329,VIT_02s0236g00090,654,0.3179,,Vitvi02g01463,,,,Unknown,,,,,,,
330,VIT_03s0063g00830,650,0.3140,,Vitvi03g00479,,,,Carboxyesterase 5 CXE5,,,E3_1_1_1,,,,
331,VIT_05s0049g00220,632,0.3068,,Vitvi05g00694,,,,2-oxoglutarate-dependent dioxygenase,,,,,,,
332,VIT_13s0074g00500,628,0.3035,,Vitvi13g00754,,,,Cellulose synthase CSLA09,,,E2_4_1_12_CSLA09,vv40006Cell_wall,,,
333,VIT_05s0020g02420,628,0.3025,,Vitvi05g00398,,,,BSD domain-containing protein,,,BSDDOM_8,vv60075Other_BSD,,,
334,VIT_14s0006g01980,625,0.3021,,Vitvi14g01025,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_70,vv60078Other_zf-C3HC4,,,
335,VIT_05s0094g01120,614,0.2976,,Vitvi05g01661,,,,NADP-dependent oxidoreductase,,,E1_6_5_5,,,,
336,VIT_10s0071g00240,613,0.2961,,Vitvi10g01503,,,,3-ketoacyl-CoA synthase,,,,,,,
337,VIT_19s0093g00410,610,0.2953,,Vitvi19g02199,,,,No hit,,,,,,,
338,VIT_04s0008g03230,608,0.2936,,Vitvi04g00284,,,,Unknown protein,,,,,,,
339,VIT_12s0059g01410,602,0.2927,,Vitvi12g02379,,,,No hit,,,,,,,
340,VIT_14s0081g00250,607,0.2922,,Vitvi14g02678,,,,No hit,,,,,,,
341,VIT_10s0071g00610,599,0.2915,,Vitvi10g01527,,,,Unknown,,,,,,,
342,VIT_00s0901g00010,602,0.2891,,Vitvi10g02106,,,,Ankyrin repeat protein,,,,,,,
343,VIT_10s0003g00790,594,0.2874,,Vitvi10g01787,,,,Glutamate receptor protein,,,GLR2_7,vv50101Channels_and_pores,,,
344,VIT_08s0040g00830,593,0.2870,,Vitvi08g00945,,,,Proton-dependent oligopeptide transport (POT) family protein,,,POT,vv50122Porters_cat_7_to_17,,,
345,VIT_12s0035g00320,596,0.2868,,Vitvi12g01973,,,,Phosphomethylpyrimidine kinase/thiamin-phosphate pyrophosphorylase,,,E2_7_4_7,vv10730Thiamine_metabolism,,,
346,VIT_07s0129g00380,593,0.2866,,Vitvi07g01617,,,,Phototropic-responsive NPH3,,,BTBNPH3_1,vv60093TRAF,,,
347,VIT_18s0041g02160,591,0.2850,,Vitvi18g02147,,,,Lipase GDSL,,,,,,,
348,VIT_08s0007g02610,579,0.2797,,Vitvi08g01396,,,,TLD domain-containing protein KIAA1609,,,,,,,
349,VIT_05s0020g04540,571,0.2775,,Vitvi05g00616,,,,Beta-ketoacyl-CoA synthase,,,E2_3_1_41,vv10061Fatty_acid_biosynthesis,,,
350,VIT_19s0027g00120,573,0.2768,,Vitvi19g02244,,,,No hit,,,,,,,
351,VIT_19s0015g01530<br>VIT_19s0015g01480,572,0.2762
352,VIT_07s0005g04060,570,0.2759,,Vitvi07g02292,,,,Leucine Rich Repeat receptor-like kinase,,,,,,,
353,VIT_07s0005g01470,567,0.2750,,Vitvi07g00415,,,,Unknown protein,,,,,,,
354,VIT_02s0025g04240,567,0.2736,,Vitvi02g01401,,,,No hit,,,,,,,
355,VIT_14s0030g00670,564,0.2722,SDH4,Vitvi14g00340,SDH,SDH,Shikimate Pathway,SKD (shikimic dehydrogenase); SDH (shikimate dehydrogenase); 3-dehydroquinate dehydratase + shikimate 5-dehydrogenase,,Enzyme,4.2.1.10; 1.1.1.25,vv10400Phenylalanine_tyrosine_and_tryptophan_biosynthesis,,,
356,VIT_07s0031g02250,562,0.2711,,Vitvi07g02702,,,,Zinc finger (C3HC4-type ring finger),,,ZFC3HC4_206,vv60078Other_zf-C3HC4,,,
357,VIT_15s0046g02500,559,0.2695,,Vitvi15g01117,,,,Unknown protein,,,,,,,
358,VIT_05s0049g00370,552,0.2691,,Vitvi05g00705,,,,2-oxoglutarate-dependent dioxygenase,,,,,,,
359,VIT_08s0007g08850,559,0.2690,,Vitvi08g01941,,,,No hit,,,,,,,
360,VIT_11s0016g02110,560,0.2690,,Vitvi11g01371,,,,FAD linked oxidase; N-terminal,,,,,,,
361,VIT_16s0115g00150,555,0.2681,,Vitvi16g01727,,,,No hit,,,,,,,
362,VIT_05s0102g01170,549,0.2652,,Vitvi05g01543,,,,Sterol-4-alpha-carboxylate 3-dehydrogenase; decarboxylating,,,E1_1_1_170,vv10100Biosynthesis_of_steroids,,,
363,VIT_01s0011g02430,542,0.2648,,Vitvi01g01903,,,,Metal-dependent phosphohydrolase HD domain-containing protein,,,K07023,,,,
364,VIT_06s0004g08320,543,0.2646,,Vitvi06g00828,,,,No hit,,,,,,,
365,VIT_01s0010g02510,542,0.2632,,Vitvi01g02217,,,,Lysine histidine transporter 1,,,LHT1,vv50123Porters_cat_18_to_29,,,
366,VIT_06s0004g07700,541,0.2603,,Vitvi06g00763,,,,Basic helix-loop-helix (bHLH) family,,,BHLHDOM_5,vv60011BHLH,,,
367,VIT_10s0003g03650,538,0.2602,,Vitvi10g01875,,,,Beta-amyrin synthase,,,E5_4_99_BAS,vv10900Terpenoid_biosynthesis,,,
368,VIT_14s0068g00420,529,0.2570,,Vitvi14g01406,,,,Alpha-amylase isozyme C2 precursor,,,E3_2_1_1,vv10500Starch_and_sucrose_metabolism,,,
369,VIT_06s0061g00970,529,0.2554,,Vitvi06g01935,,,,Prolylcarboxypeptidase,,,E3_4_16_2,,,,
370,VIT_08s0058g00250,523,0.2536,,,,,,Myb family,,,MYBGE_27,vv60029G2-like,,,
371,VIT_15s0024g00670,521,0.2525,,Vitvi15g01232,,,,No hit,,,,,,,
372,VIT_18s0041g00970,513,0.2498,,Vitvi18g02034,,,,UDP-glycosyltransferase 88B1,,,,,,,
373,VIT_13s0064g01560,511,0.2473,,Vitvi13g02528,,,,Glycosyl hydrolase family 1 protein,,,,,,,
374,VIT_08s0007g02760,499,0.2429,,Vitvi08g01406,,,,IAA-amino acid hydrolase 1 (ILR1),,,K01463,vv11002Auxin_biosynthesis,,,
375,VIT_11s0052g01600,485,0.2338,GT5,Vitvi11g01290,UGT,Flavonol GT,Flavonoid Pathway (Flavonols),flavonol glucosyltransferase,,Enzyme,,vv10941Flavonoid_biosynthesis,,,
376,VIT_19s0014g01070,481,0.2327,TPS21,Vitvi19g00084,TPS,TPS,Terpene Pathway,terpene synthase,,Enzyme,,vv10900Terpenoid_biosynthesis,,,
377,VIT_04s0008g05560,477,0.2311,,Vitvi04g00493,,,,IAA29,,,IAA29_1,vv30003Auxin_signaling,vv60008AUXIAA,,
378,VIT_07s0005g01760,477,0.2299,,Vitvi07g00441,,,,Glycerol-3-phosphate acyltransferase 3 (AtGPAT3),,,E2_3_1_15,vv10561Glycerolipid_metabolism,vv10564Glycerophospholipid_metabolism,,
379,VIT_04s0044g01530,475,0.2290,,Vitvi04g01720,,,,UDP-glucuronic acid:anthocyanin glucuronosyltransferase,,,E2_4_1_236,vv10941Flavonoid_biosynthesis,,,
380,VIT_10s0003g01590,462,0.2241,,Vitvi10g00617,,,,Unknown protein,,,,,,,
381,VIT_04s0008g04810,464,0.2239,,Vitvi04g01888,,,,Unknown,,,,,,,
382,VIT_18s0001g04200,463,0.2235,TPS73,Vitvi18g02295,TPS,TPS,Terpene Pathway,terpene synthase,,Enzyme,,,,,
383,VIT_00s1361g00010,464,0.2232,,Vitvi00g01101,,,,Unknown,,,,,,,
384,VIT_11s0052g01140,462,0.2229,,Vitvi11g01671,,,,Membrane protein,,,,,,,
385,VIT_00s0222g00070,460,0.2224,,Vitvi07g02925,,,,No hit,,,,,,,
386,VIT_04s0008g01140,456,0.2206,,Vitvi04g00094,,,,Beta-fructosidase (BFRUCT1),,,E3_2_1_26,vv10052Galactose_metabolism,vv10500Starch_and_sucrose_metabolism,,
387,VIT_11s0052g00110,448,0.2188,,Vitvi11g01155,,,,Unknown,,,,,,,
388,VIT_01s0010g03870,454,0.2181,,Vitvi01g02275,,,,Unknown protein,,,,,,,
